organismQuantity	eventID	materialSampleID	eventRemarks	verbatimCoordinates	locality	verbatimDepth	eventDate	occurrenceStatus	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	scientificName	scientificNameID	taxonRank	specificEpithet	occurrenceID
1787	SAMN10847228	SAMN10847228	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2016-11-22	present	32657	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	Minutocellus polymorphus	urn:lsid:marinespecies.org:taxname:464449	species	polymorphus	asv.13_SAMN10847228
1770	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	Paracalanus parvus	urn:lsid:marinespecies.org:taxname:104685	species	parvus	asv.41_SAMN10847229
1761	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.47_SAMN10847229
1719	SAMN10847255	SAMN10847255	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-09-05	present	40406	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.40_SAMN10847255
1711	SAMN10847359	SAMN10847359	settlement plates	43.28 N 2.97 W	Spain: Bilbao	7m	2017-10-11	present	43570	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.67_SAMN10847359
1692	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.88_SAMN10847231
1676	SAMN10847249	SAMN10847249	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2016-11-22	present	27377	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.94_SAMN10847249
1641	SAMN10847255	SAMN10847255	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-09-05	present	40406	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	Minutocellus polymorphus	urn:lsid:marinespecies.org:taxname:464449	species	polymorphus	asv.52_SAMN10847255
1618	SAMN10847333	SAMN10847333	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-06-27	present	73769	DNA Sequence reads	DNA Sequence reads	Eukaryota		Phaeophyceae	Cutleriales	Cutleriaceae	Cutleria	Cutleria multifida	urn:lsid:marinespecies.org:taxname:145297	species	multifida	asv.97_SAMN10847333
1554	SAMN10847251	SAMN10847251	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-02-03	present	25614	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.87_SAMN10847251
1543	SAMN10847333	SAMN10847333	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-06-27	present	73769	DNA Sequence reads	DNA Sequence reads	Eukaryota		Phaeophyceae	Cutleriales	Cutleriaceae	Cutleria	Cutleria multifida	urn:lsid:marinespecies.org:taxname:145297	species	multifida	asv.98_SAMN10847333
1513	SAMN10847267	SAMN10847267	filtered water	43.28 N 2.97 W	Spain: Bilbao	surface	2017-09-05	present	22692	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.29_SAMN10847267
1512	SAMN10847348	SAMN10847348	settlement plates	43.34 N 3.04 W	Spain: Bilbao	7m	2017-10-09	present	55832	DNA Sequence reads	DNA Sequence reads	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	Amphinema	Amphinema dinema	urn:lsid:marinespecies.org:taxname:117778	species	dinema	asv.86_SAMN10847348
1496	SAMN10847276	SAMN10847276	filtered water	42.25 N 8.71 W	Spain: Vigo	surface	2017-03-13	present	40184	DNA Sequence reads	DNA Sequence reads	Eukaryota	Annelida					Annelida	urn:lsid:marinespecies.org:taxname:882	phylum		asv.100_SAMN10847276
1455	SAMN10847333	SAMN10847333	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-06-27	present	73769	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae		Balanidae	urn:lsid:marinespecies.org:taxname:106057	family		asv.104_SAMN10847333
1447	SAMN10847255	SAMN10847255	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-09-05	present	40406	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta	Coscinodiscophyceae				Coscinodiscophyceae	urn:lsid:marinespecies.org:taxname:148900	class		asv.57_SAMN10847255
1424	SAMN10847276	SAMN10847276	filtered water	42.25 N 8.71 W	Spain: Vigo	surface	2017-03-13	present	40184	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1_SAMN10847276
1417	SAMN10847333	SAMN10847333	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-06-27	present	73769	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae		Balanidae	urn:lsid:marinespecies.org:taxname:106057	family		asv.108_SAMN10847333
1402	SAMN10847276	SAMN10847276	filtered water	42.25 N 8.71 W	Spain: Vigo	surface	2017-03-13	present	40184	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.24_SAMN10847276
1364	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota	Annelida					Annelida	urn:lsid:marinespecies.org:taxname:882	phylum		asv.103_SAMN10847219
1347	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.47_SAMN10847231
1344	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	Paracalanus sp. F AC_2013	urn:lsid:marinespecies.org:taxname:104196	genus		asv.109_SAMN10847226
1336	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4_SAMN10847229
1325	SAMN10847228	SAMN10847228	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2016-11-22	present	32657	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.24_SAMN10847228
1292	SAMN10847357	SAMN10847357	settlement plates	43.28 N 2.97 W	Spain: Bilbao	7m	2017-06-27	present	65191	DNA Sequence reads	DNA Sequence reads	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Bougainvilliidae	Bougainvillia	Bougainvillia muscus	urn:lsid:marinespecies.org:taxname:117328	species	muscus	asv.105_SAMN10847357
1268	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.83_SAMN10847223
1250	SAMN10847333	SAMN10847333	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-06-27	present	73769	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Ischyroceridae	Jassa	Jassa	urn:lsid:marinespecies.org:taxname:101571	genus		asv.89_SAMN10847333
1239	SAMN10847276	SAMN10847276	filtered water	42.25 N 8.71 W	Spain: Vigo	surface	2017-03-13	present	40184	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4_SAMN10847276
1239	SAMN10847333	SAMN10847333	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-06-27	present	73769	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.70_SAMN10847333
1236	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.17_SAMN10847223
1230	SAMN10847253	SAMN10847253	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-05-31	present	28126	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1_SAMN10847253
1215	SAMN10847266	SAMN10847266	filtered water	43.28 N 2.97 W	Spain: Bilbao	surface	2017-05-31	present	14698	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.42_SAMN10847266
1180	SAMN10847251	SAMN10847251	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-02-03	present	25614	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.74_SAMN10847251
1175	SAMN10847228	SAMN10847228	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2016-11-22	present	32657	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.25_SAMN10847228
1174	SAMN10847345	SAMN10847345	settlement plates	43.34 N 3.04 W	Spain: Bilbao	7m	2017-06-27	present	82594	DNA Sequence reads	DNA Sequence reads	Eukaryota	Annelida	Polychaeta	Phyllodocida	Syllidae	Exogone	Exogone	urn:lsid:marinespecies.org:taxname:129654	genus		asv.121_SAMN10847345
1171	SAMN10847357	SAMN10847357	settlement plates	43.28 N 2.97 W	Spain: Bilbao	7m	2017-06-27	present	65191	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Amphibalanus	Amphibalanus eburneus	urn:lsid:marinespecies.org:taxname:421138	species	eburneus	asv.96_SAMN10847357
1159	SAMN10847228	SAMN10847228	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2016-11-22	present	32657	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.78_SAMN10847228
1130	SAMN10847272	SAMN10847272	filtered water	42.24 N 8.72 W	Spain: Vigo	surface	2017-03-13	present	24801	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1_SAMN10847272
1124	SAMN10847276	SAMN10847276	filtered water	42.25 N 8.71 W	Spain: Vigo	surface	2017-03-13	present	40184	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	urn:lsid:marinespecies.org:taxname:134564	species	pusilla	asv.44_SAMN10847276
1117	SAMN10847267	SAMN10847267	filtered water	43.28 N 2.97 W	Spain: Bilbao	surface	2017-09-05	present	22692	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4_SAMN10847267
1102	SAMN10847336	SAMN10847336	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-10-06	present	33359	DNA Sequence reads	DNA Sequence reads	Eukaryota	Annelida					Annelida	urn:lsid:marinespecies.org:taxname:882	phylum		asv.126_SAMN10847336
1094	SAMN10847266	SAMN10847266	filtered water	43.28 N 2.97 W	Spain: Bilbao	surface	2017-05-31	present	14698	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.9_SAMN10847266
1085	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	Minutocellus polymorphus	urn:lsid:marinespecies.org:taxname:464449	species	polymorphus	asv.13_SAMN10847223
1074	SAMN10847333	SAMN10847333	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-06-27	present	73769	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.124_SAMN10847333
1072	SAMN10847276	SAMN10847276	filtered water	42.25 N 8.71 W	Spain: Vigo	surface	2017-03-13	present	40184	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.56_SAMN10847276
1063	SAMN10847251	SAMN10847251	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-02-03	present	25614	DNA Sequence reads	DNA Sequence reads	Eukaryota		Dictyochophyceae	Florenciellales		Pseudochattonella	Pseudochattonella farcimen	urn:lsid:marinespecies.org:taxname:531467	species	farcimen	asv.101_SAMN10847251
1044	SAMN10847336	SAMN10847336	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-10-06	present	33359	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.70_SAMN10847336
1040	SAMN10847333	SAMN10847333	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-06-27	present	73769	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus trigonus	urn:lsid:marinespecies.org:taxname:106223	species	trigonus	asv.3_SAMN10847333
1034	SAMN10847348	SAMN10847348	settlement plates	43.34 N 3.04 W	Spain: Bilbao	7m	2017-10-09	present	55832	DNA Sequence reads	DNA Sequence reads	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Bougainvilliidae	Bougainvillia	Bougainvillia muscus	urn:lsid:marinespecies.org:taxname:117328	species	muscus	asv.123_SAMN10847348
1031	SAMN10847267	SAMN10847267	filtered water	43.28 N 2.97 W	Spain: Bilbao	surface	2017-09-05	present	22692	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	Minutocellus polymorphus	urn:lsid:marinespecies.org:taxname:464449	species	polymorphus	asv.52_SAMN10847267
1016	SAMN10847333	SAMN10847333	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-06-27	present	73769	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae		Balanidae	urn:lsid:marinespecies.org:taxname:106057	family		asv.129_SAMN10847333
1010	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	Minutocellus polymorphus	urn:lsid:marinespecies.org:taxname:464449	species	polymorphus	asv.13_SAMN10847226
1009	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	Polydora	Polydora onagawaensis	urn:lsid:marinespecies.org:taxname:1076625	genus		asv.130_SAMN10847219
987	SAMN10847345	SAMN10847345	settlement plates	43.34 N 3.04 W	Spain: Bilbao	7m	2017-06-27	present	82594	DNA Sequence reads	DNA Sequence reads	Eukaryota	Annelida	Clitellata	Enchytraeida	Enchytraeidae	Mesenchytraeus	Mesenchytraeus solifugus	urn:lsid:marinespecies.org:taxname:1073933	species	solifugus	asv.135_SAMN10847345
979	SAMN10847357	SAMN10847357	settlement plates	43.28 N 2.97 W	Spain: Bilbao	7m	2017-06-27	present	65191	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.128_SAMN10847357
970	SAMN10847359	SAMN10847359	settlement plates	43.28 N 2.97 W	Spain: Bilbao	7m	2017-10-11	present	43570	DNA Sequence reads	DNA Sequence reads	Eukaryota	Platyhelminthes	Rhabditophora	Polycladida	Leptoplanidae	Stylochoplana	Stylochoplana maculata	urn:lsid:marinespecies.org:taxname:142861	species	maculata	asv.136_SAMN10847359
959	SAMN10847333	SAMN10847333	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-06-27	present	73769	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae		Balanidae	urn:lsid:marinespecies.org:taxname:106057	family		asv.131_SAMN10847333
955	SAMN10847255	SAMN10847255	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-09-05	present	40406	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.111_SAMN10847255
951	SAMN10847345	SAMN10847345	settlement plates	43.34 N 3.04 W	Spain: Bilbao	7m	2017-06-27	present	82594	DNA Sequence reads	DNA Sequence reads	Eukaryota	Cnidaria					Cnidaria	urn:lsid:marinespecies.org:taxname:1267	phylum		asv.116_SAMN10847345
939	SAMN10847272	SAMN10847272	filtered water	42.24 N 8.72 W	Spain: Vigo	surface	2017-03-13	present	24801	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4_SAMN10847272
930	SAMN10847251	SAMN10847251	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-02-03	present	25614	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.73_SAMN10847251
926	SAMN10847272	SAMN10847272	filtered water	42.24 N 8.72 W	Spain: Vigo	surface	2017-03-13	present	24801	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.24_SAMN10847272
905	SAMN10847276	SAMN10847276	filtered water	42.25 N 8.71 W	Spain: Vigo	surface	2017-03-13	present	40184	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.141_SAMN10847276
895	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.95_SAMN10847231
864	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.24_SAMN10847226
854	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.38_SAMN10847231
847	SAMN10847251	SAMN10847251	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-02-03	present	25614	DNA Sequence reads	DNA Sequence reads	Eukaryota	Annelida					Annelida	urn:lsid:marinespecies.org:taxname:882	phylum		asv.144_SAMN10847251
844	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1_SAMN10847226
843	SAMN10847251	SAMN10847251	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-02-03	present	25614	DNA Sequence reads	DNA Sequence reads	Eukaryota	Mollusca	Gastropoda		Planorbidae	Gyraulus	Gyraulus parvus	urn:lsid:marinespecies.org:taxname:593136	species	parvus	asv.117_SAMN10847251
840	SAMN10847359	SAMN10847359	settlement plates	43.28 N 2.97 W	Spain: Bilbao	7m	2017-10-11	present	43570	DNA Sequence reads	DNA Sequence reads	Eukaryota	Mollusca	Bivalvia	Ostreida	Ostreidae	Ostrea	Ostrea stentina	urn:lsid:marinespecies.org:taxname:489077	species	stentina	asv.32_SAMN10847359
833	SAMN10847253	SAMN10847253	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-05-31	present	28126	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.9_SAMN10847253
829	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.85_SAMN10847226
828	SAMN10847359	SAMN10847359	settlement plates	43.28 N 2.97 W	Spain: Bilbao	7m	2017-10-11	present	43570	DNA Sequence reads	DNA Sequence reads	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia gracilis	urn:lsid:marinespecies.org:taxname:117367	species	gracilis	asv.133_SAMN10847359
828	SAMN10847333	SAMN10847333	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-06-27	present	73769	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.61_SAMN10847333
819	SAMN10847251	SAMN10847251	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-02-03	present	25614	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1_SAMN10847251
802	SAMN10847228	SAMN10847228	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2016-11-22	present	32657	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula pacifica	urn:lsid:marinespecies.org:taxname:1361158	species	pacifica	asv.119_SAMN10847228
802	SAMN10847249	SAMN10847249	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2016-11-22	present	27377	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	Minutocellus polymorphus	urn:lsid:marinespecies.org:taxname:464449	species	polymorphus	asv.13_SAMN10847249
790	SAMN10847272	SAMN10847272	filtered water	42.24 N 8.72 W	Spain: Vigo	surface	2017-03-13	present	24801	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	urn:lsid:marinespecies.org:taxname:134564	species	pusilla	asv.44_SAMN10847272
787	SAMN10847348	SAMN10847348	settlement plates	43.34 N 3.04 W	Spain: Bilbao	7m	2017-10-09	present	55832	DNA Sequence reads	DNA Sequence reads	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	Polydora	Polydora neocaeca	urn:lsid:marinespecies.org:taxname:330936	species	neocaeca	asv.34_SAMN10847348
